"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria8647","8436910100","De máquinas o aparatos para la avicultura"
"catalogos_fraccionarancelaria8648","8436999900","Las demás"
"catalogos_fraccionarancelaria8649","8437100401","Seleccionadora electrónica de granos o semillas por color"
"catalogos_fraccionarancelaria8650","8437100499","Los demás"
"catalogos_fraccionarancelaria8651","8437809101","Molinos"
"catalogos_fraccionarancelaria8652","8437809199","Los demás"
"catalogos_fraccionarancelaria8653","8437900201","Cilindros o rodillos de hierro o acero"
"catalogos_fraccionarancelaria8654","8437900299","Los demás"
"catalogos_fraccionarancelaria8655","8438100100","Artesas mecánicas incluso con dispositivos de calentamiento o enfriamiento"
"catalogos_fraccionarancelaria8656","8438100300","Automáticas para fabricar galletas"
"catalogos_fraccionarancelaria8657","8438100400","Batidoras reconocibles como diseñadas exclusivamente para la industria de la panificación"
"catalogos_fraccionarancelaria8658","8438109901","Máquinas de dividir o moldear la masa incluso con sistema dosificador"
"catalogos_fraccionarancelaria8659","8438109902","Para la fabricación de pastas alimenticias excepto lo comprendido en los números de identificación comercial 8438109901 y 8438109904"
"catalogos_fraccionarancelaria8660","8438109903","Para panadería excepto lo comprendido en los números de identificación comercial 8438109901 y 8438109904"
"catalogos_fraccionarancelaria8661","8438109904","Mezcladoras"
"catalogos_fraccionarancelaria8662","8438109999","Los demás"
"catalogos_fraccionarancelaria8663","8438200301","Agitadores mezcladores incluso con dispositivos de calentamiento o enfriamiento"
"catalogos_fraccionarancelaria8664","8438200399","Los demás"
"catalogos_fraccionarancelaria8665","8438300100","Cubas provistas de agitadores; desfibradores; trituradoras (desmenuzadoras) molinos"
"catalogos_fraccionarancelaria8666","8438309900","Los demás"
"catalogos_fraccionarancelaria8667","8438400201","Línea continua para la producción de mosto de cerveza incluyendo los siguientes elementos: transportador-alimentador molino olla de cocimiento unidad de macerado y unidad de refrigeración"
"catalogos_fraccionarancelaria8668","8438400299","Las demás"
"catalogos_fraccionarancelaria8669","8438500600","Mezcladoras de carne de peso unitario igual o inferior a 100 kg"
"catalogos_fraccionarancelaria8670","8438509901","Máquinas rebanadoras y/o cortadoras incluso para aserrar huesos"
"catalogos_fraccionarancelaria8671","8438509902","Máquinas y aparatos para sacrificar desplumar y extraer las vísceras de las aves"
"catalogos_fraccionarancelaria8672","8438509903","Atadoras de embutidos y picadoras o embutidoras"
"catalogos_fraccionarancelaria8673","8438509904","Aparatos para ablandar las carnes"
"catalogos_fraccionarancelaria8674","8438509905","Mezcladoras de carne de peso unitario superior a 100 kg"
"catalogos_fraccionarancelaria8675","8438509999","Los demás"
"catalogos_fraccionarancelaria8676","8438600400","Peladoras de papas"
"catalogos_fraccionarancelaria8677","8438609901","Picadoras o rebanadoras"
"catalogos_fraccionarancelaria8678","8438609902","Máquinas para deshuesar descorazonar descascarar trocear o pelar frutas legumbres u hortalizas"
"catalogos_fraccionarancelaria8679","8438609999","Los demás"
"catalogos_fraccionarancelaria8680","8438809101","Rebanadoras picadoras o embutidoras de pescados crustáceos o moluscos"
"catalogos_fraccionarancelaria8681","8438809102","Mezcladoras"
"catalogos_fraccionarancelaria8682","8438809199","Los demás"
"catalogos_fraccionarancelaria8683","8438900601","De amasadoras mezcladoras batidoras molinos o trituradoras"
"catalogos_fraccionarancelaria8684","8438900602","Reconocibles como diseñadas exclusivamente para máquinas o aparatos de la industria azucarera"
"catalogos_fraccionarancelaria8685","8438900603","Reconocibles como diseñadas exclusivamente para lo comprendido en los números de identificación comercial 8438509901 8438509904 8438600400 y 8438800401"
"catalogos_fraccionarancelaria8686","8438900699","Las demás"
"catalogos_fraccionarancelaria8687","8439100600","Máquinas y aparatos para la fabricación de pasta de materias fibrosas celulósicas"
"catalogos_fraccionarancelaria8688","8439200100","Máquinas y aparatos para la fabricación de papel o cartón"
"catalogos_fraccionarancelaria8689","8439300100","Máquinas y aparatos para el acabado de papel o cartón"
"catalogos_fraccionarancelaria8690","8439910100","De máquinas o aparatos para la fabricación de pasta de materias fibrosas celulósicas"
"catalogos_fraccionarancelaria8691","8439999900","Las demás"
"catalogos_fraccionarancelaria8692","8440100201","Para encuadernaciones llamadas ""espirales"""
"catalogos_fraccionarancelaria8693","8440100299","Los demás"
"catalogos_fraccionarancelaria8694","8440900100","Partes"
"catalogos_fraccionarancelaria8695","8441100401","Guillotinas con luz de corte superior a 900 mm"
"catalogos_fraccionarancelaria8696","8441100402","Guillotinas de accionamiento manual o de palanca"
"catalogos_fraccionarancelaria8697","8441100403","Cortadoras plegadoras cortadoras de bobinas o de rollos embobinadoras o desembobinadoras"
"catalogos_fraccionarancelaria8698","8441100499","Los demás"
"catalogos_fraccionarancelaria8699","8441200100","Máquinas para la fabricación de sacos (bolsas) bolsitas o sobres"
"catalogos_fraccionarancelaria8700","8441300100","Máquinas para la fabricación de cajas tubos tambores o continentes similares excepto por moldeado"
"catalogos_fraccionarancelaria8701","8441400200","Máquinas para moldear artículos de pasta de papel de papel o cartón"
"catalogos_fraccionarancelaria8702","8441809100","Las demás máquinas y aparatos"
"catalogos_fraccionarancelaria8703","8441900100","Partes"
"catalogos_fraccionarancelaria8704","8442300301","Máquinas para componer por procedimiento fotográfico"
"catalogos_fraccionarancelaria8705","8442300302","Máquinas aparatos y material para componer caracteres por otros procedimientos incluso con dispositivos para fundir"
"catalogos_fraccionarancelaria8706","8442300399","Las demás"
"catalogos_fraccionarancelaria8707","8442400100","Partes de estas máquinas aparatos o material"
"catalogos_fraccionarancelaria8708","8442500100","Planchas trimetálicas preparadas"
"catalogos_fraccionarancelaria8709","8442500300","Láminas (planchas flexibles) de aluminio tratadas sin sensibilizar para utilizarse en fotolitografía ""offset"""
"catalogos_fraccionarancelaria8710","8442509900","Los demás"
"catalogos_fraccionarancelaria8711","8443110201","Máquinas para el estampado"
"catalogos_fraccionarancelaria8712","8443110299","Los demás"
"catalogos_fraccionarancelaria8713","8443120100","Máquinas y aparatos de oficina para imprimir offset alimentados con hojas en las que un lado sea inferior o igual a 22 cm y el otro sea inferior o igual a 36 cm medidas sin plegar"
"catalogos_fraccionarancelaria8714","8443130100","Para oficina"
"catalogos_fraccionarancelaria8715","8443139900","Los demás"
"catalogos_fraccionarancelaria8716","8443140201","Rotativas"
"catalogos_fraccionarancelaria8717","8443140299","Los demás"
"catalogos_fraccionarancelaria8718","8443150200","Máquinas y aparatos para imprimir tipográficos distintos de los alimentados con bobinas excepto las máquinas y aparatos flexográficos"
"catalogos_fraccionarancelaria8719","8443160100","Máquinas y aparatos para imprimir flexográficos"
"catalogos_fraccionarancelaria8720","8443170100","Máquinas y aparatos para imprimir heliográficos (huecograbado)"
"catalogos_fraccionarancelaria8721","8443199901","De cilindros excepto rotativas o para impresión por serigrafía con dispositivo de alimentación y descarga automática"
"catalogos_fraccionarancelaria8722","8443199902","Para impresión por serigrafía excepto con dispositivos de alimentación y descarga automática"
"catalogos_fraccionarancelaria8723","8443199999","Las demás"
"catalogos_fraccionarancelaria8724","8443310100","Máquinas que efectúen dos o más de las siguientes funciones: impresión copia o fax aptas para ser conectadas a una máquina automática para tratamiento o procesamiento de datos o a una red"
"catalogos_fraccionarancelaria8725","8443329101","Impresora láser con capacidad de reproducción superior a 20 páginas por minuto"
"catalogos_fraccionarancelaria8726","8443329102","Impresoras de barra luminosa electrónica"
"catalogos_fraccionarancelaria8727","8443329103","Impresoras por inyección de tinta"
"catalogos_fraccionarancelaria8728","8443329104","Impresoras por transferencia térmica"
"catalogos_fraccionarancelaria8729","8443329105","Impresoras de matriz por punto"
"catalogos_fraccionarancelaria8730","8443329191","Las demás impresoras láser"
"catalogos_fraccionarancelaria8731","8443329199","Los demás"
"catalogos_fraccionarancelaria8732","8443390200","Aparatos de fotocopia electrostáticos por procedimiento directo (reproducción directa del original) excepto aparatos de fotocopia por sistema óptico"
"catalogos_fraccionarancelaria8733","8443390600","Aparatos de termocopia"
"catalogos_fraccionarancelaria8734","8443399100","Los demás aparatos de fotocopia de contacto"
"catalogos_fraccionarancelaria8735","8443399901","Máquinas para imprimir por chorro de tinta"
"catalogos_fraccionarancelaria8736","8443399902","Máquinas que efectúen dos o más de las siguientes funciones: impresión copia fax"
"catalogos_fraccionarancelaria8737","8443399991","Los demás aparatos de fotocopia por sistema óptico"
"catalogos_fraccionarancelaria8738","8443399999","Los demás"
"catalogos_fraccionarancelaria8739","8443910200","Reconocibles como diseñadas exclusivamente para máquinas para impresión por serigrafía"
"catalogos_fraccionarancelaria8740","8443919901","Máquinas auxiliares"
"catalogos_fraccionarancelaria8741","8443919999","Los demás"
"catalogos_fraccionarancelaria8742","8443990500","Reconocibles como diseñadas exclusivamente para aparatos de fotocopia por sistema óptico y lo comprendido en la fracción arancelaria 84433906"
"catalogos_fraccionarancelaria8743","8443990600","Circuitos modulares"
"catalogos_fraccionarancelaria8744","8443991000","Reconocibles como diseñadas para aparatos de fotocopia: alimentadores automáticos de documentos; alimentadores de papel; clasificadores"
"catalogos_fraccionarancelaria8745","8443999901","Partes especificadas en la Nota Nacional 9 del Capítulo 84 reconocibles como diseñadas exclusivamente para las impresoras de las subpartidas 844331 y 844332 excepto circuitos modulares"
"catalogos_fraccionarancelaria8746","8443999902","Partes reconocibles como diseñadas exclusivamente para aparatos de fotocopia electrostáticos por procedimiento indirecto (reproducción del original mediante soporte intermedio) especificadas en la Nota Aclaratoria 5 del Capítulo 84"
"catalogos_fraccionarancelaria8747","8443999903","Cartuchos de tinta reconocibles como diseñados exclusivamente para impresoras de inyección de burbuja"
"catalogos_fraccionarancelaria8748","8443999999","Los demás"
"catalogos_fraccionarancelaria8749","8444000100","Máquinas para extrudir estirar texturar o cortar materia textil sintética o artificial"
"catalogos_fraccionarancelaria8750","8445110100","Cardas"
"catalogos_fraccionarancelaria8751","8445120100","Peinadoras"
"catalogos_fraccionarancelaria8752","8445130100","Mecheras"
"catalogos_fraccionarancelaria8753","8445199901","Manuares u otras máquinas de estirar incluso los bancos de estirado"
"catalogos_fraccionarancelaria8754","8445199999","Los demás"
"catalogos_fraccionarancelaria8755","8445200100","Máquinas para hilar materia textil"
"catalogos_fraccionarancelaria8756","8445300201","Máquinas para torcer hilados"
"catalogos_fraccionarancelaria8757","8445300299","Los demás"
"catalogos_fraccionarancelaria8758","8445400100","Máquinas para bobinar (incluidas las canilleras) o devanar materia textil"
"catalogos_fraccionarancelaria8759","8445909901","Urdidores"
"catalogos_fraccionarancelaria8760","8445909999","Los demás"
"catalogos_fraccionarancelaria8761","8446100100","Para tejidos de anchura inferior o igual a 30 cm"
"catalogos_fraccionarancelaria8762","8446210100","De motor"
"catalogos_fraccionarancelaria8763","8446299900","Los demás"
"catalogos_fraccionarancelaria8764","8446300100","Para tejidos de anchura superior a 30 cm sin lanzadera"
"catalogos_fraccionarancelaria8765","8447110100","Con cilindro de diámetro inferior o igual a 165 mm"
"catalogos_fraccionarancelaria8766","8447120100","Con cilindro de diámetro superior a 165 mm"
"catalogos_fraccionarancelaria8767","8447200201","Telares rectilíneos o Tricotosas manuales industriales para tejido de punto incluidos los cabezales y con peso igual o superior a 30 kg por unidad"
