"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria5172","5511300100","De fibras artificiales discontinuas"
"catalogos_fraccionarancelaria5173","5512110501","De peso inferior o igual a 100 g/m2"
"catalogos_fraccionarancelaria5174","5512110502","De peso superior a 100 g/m2 pero inferior o igual a 200 g/m2"
"catalogos_fraccionarancelaria5175","5512110503","De peso superior a 200 g/m2"
"catalogos_fraccionarancelaria5176","5512199901","Tipo mezclilla"
"catalogos_fraccionarancelaria5177","5512199991","Los demás de peso inferior o igual a 100 g/m2"
"catalogos_fraccionarancelaria5178","5512199992","Los demás de peso superior a 100 g/m2 pero inferior o igual a 200 g/m2"
"catalogos_fraccionarancelaria5179","5512199993","Los demás de peso superior a 200 g/m2"
"catalogos_fraccionarancelaria5180","5512210100","Crudos o blanqueados"
"catalogos_fraccionarancelaria5181","5512299900","Los demás"
"catalogos_fraccionarancelaria5182","5512910100","Crudos o blanqueados"
"catalogos_fraccionarancelaria5183","5512999900","Los demás"
"catalogos_fraccionarancelaria5184","5513110401","De peso inferior o igual a 90 g/m2"
"catalogos_fraccionarancelaria5185","5513110402","De peso superior a 90 g/m2"
"catalogos_fraccionarancelaria5186","5513120101","De peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5187","5513120199","Los demás"
"catalogos_fraccionarancelaria5188","5513139101","De peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5189","5513139199","Los demás"
"catalogos_fraccionarancelaria5190","5513199101","De peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5191","5513199199","Los demás"
"catalogos_fraccionarancelaria5192","5513210401","De peso inferior o igual a 90 g/m2"
"catalogos_fraccionarancelaria5193","5513210402","De peso superior a 90 g/m2"
"catalogos_fraccionarancelaria5194","5513239101","De ligamento sarga incluido el cruzado de curso inferior o igual a 4 de peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5195","5513239102","De ligamento sarga incluido el cruzado de curso inferior o igual a 4 de peso superior a 90 g/m²"
"catalogos_fraccionarancelaria5196","5513239191","Los demás de peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5197","5513239199","Los demás"
"catalogos_fraccionarancelaria5198","5513299101","De peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5199","5513299199","Los demás"
"catalogos_fraccionarancelaria5200","5513310101","De peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5201","5513310199","Los demás"
"catalogos_fraccionarancelaria5202","5513399101","De fibras discontinuas de poliéster de ligamento sarga incluido el cruzado de curso inferior o igual a 4 de peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5203","5513399102","De fibras discontinuas de poliéster de peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5204","5513399103","De fibras discontinuas de poliéster de peso superior a 90 g/m²"
"catalogos_fraccionarancelaria5205","5513399191","Los demás de peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5206","5513399199","Los demás"
"catalogos_fraccionarancelaria5207","5513410101","De peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5208","5513410199","Los demás"
"catalogos_fraccionarancelaria5209","5513499101","De fibras discontinuas de poliéster de ligamento sarga incluido el cruzado de curso inferior o igual a 4 de peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5210","5513499102","De fibras discontinuas de poliéster de ligamento sarga incluido el cruzado de curso inferior o igual a 4 de peso superior a 90 g/m²"
"catalogos_fraccionarancelaria5211","5513499191","Los demás de peso inferior o igual a 90 g/m²"
"catalogos_fraccionarancelaria5212","5513499192","Los demás tejidos de fibras discontinuas de poliéster"
"catalogos_fraccionarancelaria5213","5513499199","Los demás"
"catalogos_fraccionarancelaria5214","5514110100","De fibras discontinuas de poliéster de ligamento tafetán"
"catalogos_fraccionarancelaria5215","5514120100","De fibras discontinuas de poliéster de ligamento sarga incluido el cruzado de curso inferior o igual a 4"
"catalogos_fraccionarancelaria5216","5514199101","De fibras discontinuas de poliéster"
"catalogos_fraccionarancelaria5217","5514199199","Los demás"
"catalogos_fraccionarancelaria5218","5514210100","De fibras discontinuas de poliéster de ligamento tafetán"
"catalogos_fraccionarancelaria5219","5514220100","De fibras discontinuas de poliéster de ligamento sarga incluido el cruzado de curso inferior o igual a 4"
"catalogos_fraccionarancelaria5220","5514239100","Los demás tejidos de fibras discontinuas de poliéster"
"catalogos_fraccionarancelaria5221","5514299100","Los demás tejidos"
"catalogos_fraccionarancelaria5222","5514300591","Los demás tejidos de fibras discontinuas de poliéster"
"catalogos_fraccionarancelaria5223","5514300599","Los demás"
"catalogos_fraccionarancelaria5224","5514410100","De fibras discontinuas de poliéster de ligamento tafetán"
"catalogos_fraccionarancelaria5225","5514420100","De fibras discontinuas de poliéster de ligamento sarga incluido el cruzado de curso inferior o igual a 4"
"catalogos_fraccionarancelaria5226","5514439100","Los demás tejidos de fibras discontinuas de poliéster"
"catalogos_fraccionarancelaria5227","5514499100","Los demás tejidos"
"catalogos_fraccionarancelaria5228","5515110101","De peso inferior o igual a 100 g/m²"
"catalogos_fraccionarancelaria5229","5515110102","De peso superior a 100 g/m² pero inferior o igual a 200 g/m²"
"catalogos_fraccionarancelaria5230","5515110199","Los demás"
"catalogos_fraccionarancelaria5231","5515120101","De peso inferior o igual a 100 g/m²"
"catalogos_fraccionarancelaria5232","5515120102","De peso superior a 100 g/m² pero inferior o igual a 200 g/m²"
"catalogos_fraccionarancelaria5233","5515120199","Los demás"
"catalogos_fraccionarancelaria5234","5515130201","Con un contenido inferior a 36% en peso de lana o pelo fino"
"catalogos_fraccionarancelaria5235","5515130299","Los demás"
"catalogos_fraccionarancelaria5236","5515199901","De peso inferior o igual a 100 g/m²"
"catalogos_fraccionarancelaria5237","5515199902","De peso superior a 100 g/m² pero inferior o igual a 200 g/m²"
"catalogos_fraccionarancelaria5238","5515199999","Los demás"
"catalogos_fraccionarancelaria5239","5515210101","De peso inferior o igual a 100 g/m²"
"catalogos_fraccionarancelaria5240","5515210102","De peso superior a 100 g/m² pero inferior o igual a 200 g/m²"
"catalogos_fraccionarancelaria5241","5515210199","Los demás"
"catalogos_fraccionarancelaria5242","5515220200","Mezcladas exclusiva o principalmente con lana o pelo fino"
"catalogos_fraccionarancelaria5243","5515299901","De peso inferior o igual a 100 g/m²"
"catalogos_fraccionarancelaria5244","5515299902","De peso superior a 100 g/m² pero inferior o igual a 200 g/m²"
"catalogos_fraccionarancelaria5245","5515299999","Los demás"
"catalogos_fraccionarancelaria5246","5515910101","De peso inferior o igual a 100 g/m²"
"catalogos_fraccionarancelaria5247","5515910102","De peso superior a 100 g/m² pero inferior o igual a 200 g/m²"
"catalogos_fraccionarancelaria5248","5515910199","Los demás"
"catalogos_fraccionarancelaria5249","5515999901","Mezclados exclusiva o principalmente con lana o pelo fino con un contenido inferior a 36% en peso de lana o pelo fino"
"catalogos_fraccionarancelaria5250","5515999902","Mezclados exclusiva o principalmente con lana o pelo fino excepto lo comprendido en el número de identificación comercial 5515999901"
"catalogos_fraccionarancelaria5251","5515999903","De peso inferior o igual a 100 g/m² excepto lo comprendido en los números de identificación comercial 5515999901 y 5515999902"
"catalogos_fraccionarancelaria5252","5515999904","De peso superior a 100 g/m² pero inferior o igual a 200 g/m² en los números de identificación comercial 5515999901 y 5515999902"
"catalogos_fraccionarancelaria5253","5515999999","Los demás"
"catalogos_fraccionarancelaria5254","5516110100","Crudos o blanqueados"
"catalogos_fraccionarancelaria5255","5516120100","Teñidos"
"catalogos_fraccionarancelaria5256","5516130100","Con hilados de distintos colores"
"catalogos_fraccionarancelaria5257","5516140100","Estampados"
"catalogos_fraccionarancelaria5258","5516210100","Crudos o blanqueados"
"catalogos_fraccionarancelaria5259","5516220100","Teñidos"
"catalogos_fraccionarancelaria5260","5516230100","Con hilados de distintos colores"
"catalogos_fraccionarancelaria5261","5516240100","Estampados"
"catalogos_fraccionarancelaria5262","5516310200","Crudos o blanqueados"
"catalogos_fraccionarancelaria5263","5516320200","Teñidos"
"catalogos_fraccionarancelaria5264","5516330200","Con hilados de distintos colores"
"catalogos_fraccionarancelaria5265","5516340200","Estampados"
"catalogos_fraccionarancelaria5266","5516410100","Crudos o blanqueados"
"catalogos_fraccionarancelaria5267","5516420100","Teñidos"
"catalogos_fraccionarancelaria5268","5516430100","Con hilados de distintos colores"
"catalogos_fraccionarancelaria5269","5516440100","Estampados"
"catalogos_fraccionarancelaria5270","5516910100","Crudos o blanqueados"
"catalogos_fraccionarancelaria5271","5516920100","Teñidos"
"catalogos_fraccionarancelaria5272","5516930100","Con hilados de distintos colores"
"catalogos_fraccionarancelaria5273","5516940100","Estampados"
"catalogos_fraccionarancelaria5274","5601210201","Guata"
"catalogos_fraccionarancelaria5275","5601210299","Los demás"
"catalogos_fraccionarancelaria5276","5601220100","Guata"
"catalogos_fraccionarancelaria5277","5601229900","Los demás"
"catalogos_fraccionarancelaria5278","5601299900","Los demás"
"catalogos_fraccionarancelaria5279","5601300201","Motas de ""seda"" de acetato rayón-viscosa o de lino"
"catalogos_fraccionarancelaria5280","5601300299","Los demás"
"catalogos_fraccionarancelaria5281","5602100200","Fieltro punzonado y productos obtenidos mediante costura por cadeneta"
"catalogos_fraccionarancelaria5282","5602210301","De lana"
"catalogos_fraccionarancelaria5283","5602210302","De forma cilíndrica o rectangular"
"catalogos_fraccionarancelaria5284","5602210399","Los demás"
"catalogos_fraccionarancelaria5285","5602299100","De las demás materias textiles"
"catalogos_fraccionarancelaria5286","5602909900","Los demás"
"catalogos_fraccionarancelaria5287","5603110100","De peso inferior o igual a 25 g/m²"
"catalogos_fraccionarancelaria5288","5603120201","De anchura inferior o igual a 45 mm para uso exclusivo en la fabricación de pilas eléctricas"
"catalogos_fraccionarancelaria5289","5603120299","Los demás"
"catalogos_fraccionarancelaria5290","5603130201","De fibras aramídicas o de propiedades dieléctricas a base de rayón y alcohol polivinílico con peso superior a 70 g/m² pero inferior a 85 g/m²"
"catalogos_fraccionarancelaria5291","5603130299","Las demás"
"catalogos_fraccionarancelaria5292","5603140100","De peso superior a 150 g/m²"
"catalogos_fraccionarancelaria5293","5603910100","De peso inferior o igual a 25 g/m²"
"catalogos_fraccionarancelaria5294","5603920100","De peso superior a 25 g/m² pero inferior o igual a 70 g/m²"
"catalogos_fraccionarancelaria5295","5603930100","De peso superior a 70 g/m² pero inferior o igual a 150 g/m²"
"catalogos_fraccionarancelaria5296","5603940100","De peso superior a 150 g/m²"
"catalogos_fraccionarancelaria5297","5604100100","Hilos y cuerdas de caucho revestidos de textiles"
"catalogos_fraccionarancelaria5298","5604900100","Impregnados o recubiertos de caucho vulcanizado"
"catalogos_fraccionarancelaria5299","5604900200","De seda o de desperdicios de seda acondicionados para la venta al por menor pelo de Mesina (crin de Florencia); imitaciones de catgut preparados con hilados de seda"
"catalogos_fraccionarancelaria5300","5604900400","Imitaciones de catgut de materia textil sintética y artificial continua con diámetro superior o igual a 005 mm sin exceder de 070 mm"
"catalogos_fraccionarancelaria5301","5604900500","De materia textil sintética y artificial excepto lo comprendido en la fracción arancelaria 56049001"
"catalogos_fraccionarancelaria5302","5604900600","De lana de pelos (finos u ordinarios) o de crin incluso acondicionados para la venta al por menor"
"catalogos_fraccionarancelaria5303","5604900700","De lino o de ramio"
"catalogos_fraccionarancelaria5304","5604900800","De algodón sin acondicionar para la venta al por menor"
"catalogos_fraccionarancelaria5305","5604900900","De algodón acondicionados para la venta al por menor"
"catalogos_fraccionarancelaria5306","5604901000","Hilados de alta tenacidad de poliésteres de nailon o demás poliamidas o de rayón viscosa impregnados o recubiertos reconocibles para naves aéreas"
"catalogos_fraccionarancelaria5307","5604901100","Hilados de alta tenacidad impregnados o recubiertos de fibras aramídicas"
"catalogos_fraccionarancelaria5308","5604901200","Hilados de alta tenacidad impregnados o recubiertos de poliamidas o superpoliamidas de 4444 decitex (40 deniers) y 34 filamentos"
"catalogos_fraccionarancelaria5309","5604901300","Hilados de alta tenacidad impregnados o recubiertos de rayón de 133333 decitex (1200 deniers)"
"catalogos_fraccionarancelaria5310","5604901400","Hilados de alta tenacidad de poliésteres de nailon o demás poliamidas o de rayón viscosa impregnados o recubiertos excepto lo comprendido en las fracciones arancelarias 56049010 56049011 56049012 y 56049013"
"catalogos_fraccionarancelaria5311","5604909901","Imitaciones de catgut de materia textil sintética y artificial continua"
"catalogos_fraccionarancelaria5312","5604909999","Los demás"
"catalogos_fraccionarancelaria5313","5605000100","Hilados metálicos e hilados metalizados incluso entorchados constituidos por hilados textiles tiras o formas similares de las partidas 5404 o 5405 combinados con metal en forma de hilos tiras o polvo o revestidos de metal"
"catalogos_fraccionarancelaria5314","5606000301","Hilados de poliuretanos entorchados o enrollados con hilos de fibras textiles poliamídicas o poliestéricas con decitex total superior a 999 (90 deniers)"
"catalogos_fraccionarancelaria5315","5606000302","Hilados de poliuretanos entorchados o enrollados con hilos de fibras textiles poliamídicas o poliestéricas excepto lo comprendido en el número de identificación comercial 5606000301"
"catalogos_fraccionarancelaria5316","5606000399","Los demás"
"catalogos_fraccionarancelaria5317","5607210100","Cordeles para atar o engavillar"
"catalogos_fraccionarancelaria5318","5607299900","Los demás"
"catalogos_fraccionarancelaria5319","5607410100","Cordeles para atar o engavillar"
"catalogos_fraccionarancelaria5320","5607499900","Los demás"
"catalogos_fraccionarancelaria5321","5607509100","De las demás fibras sintéticas"
"catalogos_fraccionarancelaria5322","5607900200","De yute o demás fibras textiles del liber de la partida 5303"
"catalogos_fraccionarancelaria5323","5607909901","De abacá (cáñamo de Manila (Musa textilis Nee)) o demás fibras duras de hojas"
"catalogos_fraccionarancelaria5324","5607909999","Los demás"
"catalogos_fraccionarancelaria5325","5608110201","Con luz de malla inferior a 381 cm"
"catalogos_fraccionarancelaria5326","5608110299","Las demás"
"catalogos_fraccionarancelaria5327","5608199900","Las demás"
"catalogos_fraccionarancelaria5328","5608909900","Las demás"
"catalogos_fraccionarancelaria5329","5609000201","Eslingas"
"catalogos_fraccionarancelaria5330","5609000299","Los demás"
"catalogos_fraccionarancelaria5331","5701100100","De lana o pelo fino"
"catalogos_fraccionarancelaria5332","5701909100","De las demás materias textiles"
"catalogos_fraccionarancelaria5333","5702100100","Alfombras llamadas ""Kelim"" o ""Kilim"" ""Schumacks"" o ""Soumak"" ""Karamanie"" y alfombras similares tejidas a mano"
"catalogos_fraccionarancelaria5334","5702200100","Revestimientos para el suelo de fibras de coco"
"catalogos_fraccionarancelaria5335","5702310100","De lana o pelo fino"
"catalogos_fraccionarancelaria5336","5702320100","De materia textil sintética o artificial"
"catalogos_fraccionarancelaria5337","5702399100","De las demás materias textiles"
"catalogos_fraccionarancelaria5338","5702410100","De lana o pelo fino"
"catalogos_fraccionarancelaria5339","5702420100","De materia textil sintética o artificial"
"catalogos_fraccionarancelaria5340","5702499100","De las demás materias textiles"
"catalogos_fraccionarancelaria5341","5702509101","De lana o pelo fino"
"catalogos_fraccionarancelaria5342","5702509102","De materia textil sintética o artificial"
"catalogos_fraccionarancelaria5343","5702509199","Los demás"
"catalogos_fraccionarancelaria5344","5702910100","De lana o pelo fino"
"catalogos_fraccionarancelaria5345","5702920100","De materia textil sintética o artificial"
"catalogos_fraccionarancelaria5346","5702999100","De las demás materias textiles"
"catalogos_fraccionarancelaria5347","5703100100","De lana o pelo fino"
"catalogos_fraccionarancelaria5348","5703210101","De superficie inferior a 525 m²"
"catalogos_fraccionarancelaria5349","5703210199","Los demás"
"catalogos_fraccionarancelaria5350","5703299901","Tapetes de superficie inferior a 525 m²"
"catalogos_fraccionarancelaria5351","5703299999","Los demás"
"catalogos_fraccionarancelaria5352","5703310101","De superficie inferior a 525 m²"
"catalogos_fraccionarancelaria5353","5703310199","Los demás"
"catalogos_fraccionarancelaria5354","5703399901","Tapetes de superficie inferior a 525 m²"
"catalogos_fraccionarancelaria5355","5703399999","Los demás"
"catalogos_fraccionarancelaria5356","5703909100","De las demás materias textiles"
"catalogos_fraccionarancelaria5357","5704100100","De superficie inferior o igual a 03 m²"
"catalogos_fraccionarancelaria5358","5704200100","De superficie superior a 03 m2 pero inferior o igual a 1 m²"
"catalogos_fraccionarancelaria5359","5704909900","Los demás"
"catalogos_fraccionarancelaria5360","5705009101","Alfombra en rollos de fibras de poliamidas y con un soporte antiderrapante de anchura igual o superior a 11 m pero inferior o igual a 22 m"
"catalogos_fraccionarancelaria5361","5705009199","Los demás"
"catalogos_fraccionarancelaria5362","5801100100","De lana o pelo fino"
"catalogos_fraccionarancelaria5363","5801210100","Terciopelo y felpa por trama sin cortar"
"catalogos_fraccionarancelaria5364","5801220100","Terciopelo y felpa por trama cortados rayados (pana rayada ""corduroy"")"
"catalogos_fraccionarancelaria5365","5801239100","Los demás terciopelos y felpas por trama"
"catalogos_fraccionarancelaria5366","5801260100","Tejidos de chenilla"
"catalogos_fraccionarancelaria5367","5801270100","Terciopelo y felpa por urdimbre"
"catalogos_fraccionarancelaria5368","5801310100","Terciopelo y felpa por trama sin cortar"
"catalogos_fraccionarancelaria5369","5801320100","Terciopelo y felpa por trama cortados rayados (pana rayada ""corduroy"")"
"catalogos_fraccionarancelaria5370","5801339100","Los demás terciopelos y felpas por trama"
"catalogos_fraccionarancelaria5371","5801360100","Tejidos de chenilla"
"catalogos_fraccionarancelaria5372","5801370100","Terciopelo y felpa por urdimbre"
"catalogos_fraccionarancelaria5373","5801909100","De las demás materias textiles"
"catalogos_fraccionarancelaria5374","5802100100","Crudos"
"catalogos_fraccionarancelaria5375","5802109900","Los demás"
"catalogos_fraccionarancelaria5376","5802200100","Tejidos con bucles del tipo toalla de las demás materias textiles"
"catalogos_fraccionarancelaria5377","5802300100","Superficies textiles con mechón insertado"
"catalogos_fraccionarancelaria5378","5803000501","De algodón"
"catalogos_fraccionarancelaria5379","5803000502","De fibras sintéticas continuas crudos o blanqueados excepto las reconocibles para naves aéreas"
"catalogos_fraccionarancelaria5380","5803000503","De fibras sintéticas continuas reconocibles para naves aéreas"
"catalogos_fraccionarancelaria5381","5803000504","De fibras textiles vegetales excepto de lino de ramio o de algodón"
"catalogos_fraccionarancelaria5382","5803000599","Los demás"
"catalogos_fraccionarancelaria5383","5804100100","Tul tul-bobinot y tejidos de mallas anudadas"
"catalogos_fraccionarancelaria5384","5804210100","De fibras sintéticas o artificiales"
"catalogos_fraccionarancelaria5385","5804299100","De las demás materias textiles"
"catalogos_fraccionarancelaria5386","5804300100","Encajes hechos a mano"
"catalogos_fraccionarancelaria5387","5805000100","Tapicería tejida a mano (gobelinos Flandes Aubusson Beauvais y similares) y tapicería de aguja (por ejemplo: de ""petit point"" de punto de cruz) incluso confeccionadas"
"catalogos_fraccionarancelaria5388","5806100100","De seda"
"catalogos_fraccionarancelaria5389","5806109900","Las demás"
"catalogos_fraccionarancelaria5390","5806200100","De seda"
"catalogos_fraccionarancelaria5391","5806209900","Las demás"
"catalogos_fraccionarancelaria5392","5806310100","De algodón"
"catalogos_fraccionarancelaria5393","5806320100","De fibras sintéticas o artificiales"
"catalogos_fraccionarancelaria5394","5806390100","De seda"
"catalogos_fraccionarancelaria5395","5806399900","Las demás"
"catalogos_fraccionarancelaria5396","5806400100","De seda"
"catalogos_fraccionarancelaria5397","5806409900","Las demás"
"catalogos_fraccionarancelaria5398","5807100100","Tejidos"
"catalogos_fraccionarancelaria5399","5807909900","Los demás"
"catalogos_fraccionarancelaria5400","5808100100","Trenzas en pieza"
"catalogos_fraccionarancelaria5401","5808909900","Los demás"
"catalogos_fraccionarancelaria5402","5809000100","Tejidos de hilos de metal y tejidos de hilados metálicos o de hilados textiles metalizados de la partida 5605 de los tipos utilizados en prendas de vestir tapicería o usos similares no expresados ni comprendidos en otra parte"
"catalogos_fraccionarancelaria5403","5810100100","Bordados químicos o aéreos y bordados con fondo recortado"
"catalogos_fraccionarancelaria5404","5810910100","De algodón"
"catalogos_fraccionarancelaria5405","5810920100","De fibras sintéticas o artificiales"
"catalogos_fraccionarancelaria5406","5810999100","De las demás materias textiles"
"catalogos_fraccionarancelaria5407","5811000100","Productos textiles acolchados en pieza constituidos por una o varias capas de materia textil combinadas con una materia de relleno y mantenidas mediante puntadas u otro modo de sujeción excepto los bordados de la partida 5810"
"catalogos_fraccionarancelaria5408","5901100100","Telas recubiertas de cola o materias amiláceas de los tipos utilizados para encuadernación cartonaje estuchería o usos similares"
"catalogos_fraccionarancelaria5409","5901909901","Telas para calcar"
"catalogos_fraccionarancelaria5410","5901909902","Telas preparadas para la pintura"
"catalogos_fraccionarancelaria5411","5901909999","Los demás"
"catalogos_fraccionarancelaria5412","5902100100","De nailon o demás poliamidas"
"catalogos_fraccionarancelaria5413","5902200100","De poliésteres"
"catalogos_fraccionarancelaria5414","5902909900","Las demás"
"catalogos_fraccionarancelaria5415","5903100201","De fibras sintéticas o artificiales"
"catalogos_fraccionarancelaria5416","5903100299","Los demás"
"catalogos_fraccionarancelaria5417","5903200201","De fibras sintéticas o artificiales"
"catalogos_fraccionarancelaria5418","5903200299","Los demás"
"catalogos_fraccionarancelaria5419","5903909901","Cintas o tiras adhesivas"
"catalogos_fraccionarancelaria5420","5903909902","De peso inferior o igual a 100 g/m² de fibras sintéticas o artificiales excepto lo comprendido número de identificación comercial 5903909901"
"catalogos_fraccionarancelaria5421","5903909903","De peso superior a 100 g/m² pero inferior o igual a 200 g/m² de fibras sintéticas o artificiales excepto lo comprendido en número de identificación comercial 5903909901"
"catalogos_fraccionarancelaria5422","5903909904","De peso superior a 200 g/m² de fibras sintéticas o artificiales excepto lo comprendido en número de identificación comercial 5903909901"
"catalogos_fraccionarancelaria5423","5903909999","Las demás"
"catalogos_fraccionarancelaria5424","5904100100","Linóleo"
"catalogos_fraccionarancelaria5425","5904909900","Los demás"
"catalogos_fraccionarancelaria5426","5905000100","Revestimientos de materia textil para paredes"
"catalogos_fraccionarancelaria5427","5906100100","Cintas adhesivas de anchura inferior o igual a 20 cm"
"catalogos_fraccionarancelaria5428","5906910200","De punto"
"catalogos_fraccionarancelaria5429","5906999901","Tela cauchutada con alma de tejido de nailon o algodón recubierta por ambas caras con hule sintético vulcanizada con espesor entre 03 y 20 mm"
"catalogos_fraccionarancelaria5430","5906999902","Tejidos de algodón recubiertos o impregnados de caucho por una o ambas caras"
"catalogos_fraccionarancelaria5431","5906999903","De fibras sintéticas o artificiales recubiertos o impregnados de caucho por una o ambas caras"
"catalogos_fraccionarancelaria5432","5906999999","Los demás"
"catalogos_fraccionarancelaria5433","5907000100","Tejidos impregnados con materias incombustibles"
"catalogos_fraccionarancelaria5434","5907000500","Telas impregnadas o bañadas con tundiznos cuya longitud sea hasta 2 mm"
"catalogos_fraccionarancelaria5435","5907000600","De fibras sintéticas o artificiales del tipo de los comprendidos en las fracciones arancelarias 59070001 y 59070005"
"catalogos_fraccionarancelaria5436","5907009901","Cintas o tiras impregnadas con aceites oxidados"
"catalogos_fraccionarancelaria5437","5907009902","Tejidos impregnados con preparaciones a base de aceites oxidados aislantes de la electricidad"
"catalogos_fraccionarancelaria5438","5907009903","Telas y tejidos encerados o aceitados"
"catalogos_fraccionarancelaria5439","5907009999","Los demás"
"catalogos_fraccionarancelaria5440","5908000300","Tejidos tubulares"
"catalogos_fraccionarancelaria5441","5908009901","Capuchones"
"catalogos_fraccionarancelaria5442","5908009902","Mechas de algodón montadas en anillos de metal común"
"catalogos_fraccionarancelaria5443","5908009999","Los demás"
"catalogos_fraccionarancelaria5444","5909000100","Mangueras para bombas y tubos similares de materia textil incluso con armadura o accesorios de otras materias"
"catalogos_fraccionarancelaria5445","5910000100","Correas transportadoras o de transmisión de materia textil incluso impregnadas recubiertas revestidas o estratificadas con plástico o reforzadas con metal u otra materia"
"catalogos_fraccionarancelaria5446","5911100100","Cintas de terciopelo impregnadas de caucho para forrar enjulios"
"catalogos_fraccionarancelaria5447","5911109900","Los demás"
"catalogos_fraccionarancelaria5448","5911200100","Gasas y telas para cerner incluso confeccionadas"
"catalogos_fraccionarancelaria5449","5911310100","De peso inferior a 650 g/m²"
"catalogos_fraccionarancelaria5450","5911320100","De peso superior o igual a 650 g/m²"
"catalogos_fraccionarancelaria5451","5911400100","Telas filtrantes tejidos gruesos y capachos de los tipos utilizados en las prensas de aceite o para usos técnicos análogos incluidos los de cabello"
"catalogos_fraccionarancelaria5452","5911900100","Artículos textiles para usos técnicos u otras partes o piezas de máquinas o aparatos"
"catalogos_fraccionarancelaria5453","5911909901","Tejidos armados con metal de los tipos comúnmente empleados en usos técnicos"
"catalogos_fraccionarancelaria5454","5911909902","Juntas arandelas membranas discos manguitos o artículos análogos para usos técnicos"
"catalogos_fraccionarancelaria5455","5911909999","Los demás"
"catalogos_fraccionarancelaria5456","6001100301","Crudos o blanqueados"
"catalogos_fraccionarancelaria5457","6001100399","Los demás"
"catalogos_fraccionarancelaria5458","6001210101","Crudos o blanqueados"
"catalogos_fraccionarancelaria5459","6001210199","Los demás"
"catalogos_fraccionarancelaria5460","6001220101","De fibras sintéticas crudos o blanqueados"
"catalogos_fraccionarancelaria5461","6001220102","De fibras artificiales crudos o blanqueados"
"catalogos_fraccionarancelaria5462","6001220199","Los demás"
"catalogos_fraccionarancelaria5463","6001290100","De seda"
"catalogos_fraccionarancelaria5464","6001299901","De lana pelo o crin"
"catalogos_fraccionarancelaria5465","6001299999","Los demás"
"catalogos_fraccionarancelaria5466","6001910101","Crudos o blanqueados"
"catalogos_fraccionarancelaria5467","6001910199","Los demás"
"catalogos_fraccionarancelaria5468","6001920101","De fibras sintéticas crudos o blanqueados"
"catalogos_fraccionarancelaria5469","6001920102","De fibras artificiales crudos o blanqueados"
"catalogos_fraccionarancelaria5470","6001920199","Los demás"
"catalogos_fraccionarancelaria5471","6001999100","De las demás materias textiles"
"catalogos_fraccionarancelaria5472","6002400100","De seda"
"catalogos_fraccionarancelaria5473","6002409901","De algodón"
"catalogos_fraccionarancelaria5474","6002409902","De fibras sintéticas"
"catalogos_fraccionarancelaria5475","6002409903","De fibras artificiales"
"catalogos_fraccionarancelaria5476","6002409999","Los demás"
"catalogos_fraccionarancelaria5477","6002900100","De seda"
"catalogos_fraccionarancelaria5478","6002909901","De algodón"
"catalogos_fraccionarancelaria5479","6002909902","De fibras sintéticas"
"catalogos_fraccionarancelaria5480","6002909903","De fibras artificiales"
"catalogos_fraccionarancelaria5481","6002909999","Los demás"
"catalogos_fraccionarancelaria5482","6003100100","De lana o pelo fino"
"catalogos_fraccionarancelaria5483","6003200100","De algodón"
"catalogos_fraccionarancelaria5484","6003300100","De fibras sintéticas"
"catalogos_fraccionarancelaria5485","6003400100","De fibras artificiales"
"catalogos_fraccionarancelaria5486","6003900100","De seda"
"catalogos_fraccionarancelaria5487","6003909900","Los demás"
"catalogos_fraccionarancelaria5488","6004100100","De seda"
"catalogos_fraccionarancelaria5489","6004109901","De algodón"
"catalogos_fraccionarancelaria5490","6004109902","De filamentos sintéticos excepto lo comprendido en el número de identificación comercial 6004109905"
"catalogos_fraccionarancelaria5491","6004109903","De fibras artificiales"
"catalogos_fraccionarancelaria5492","6004109904","De fibras cortas sintéticas excepto lo comprendido en el número de identificación comercial 6004109905"
"catalogos_fraccionarancelaria5493","6004109905","De poliamidas excepto lo comprendido en los números de identificación comercial 6004109902 y 6004109904"
"catalogos_fraccionarancelaria5494","6004109999","Los demás"
"catalogos_fraccionarancelaria5495","6004900100","De seda"
"catalogos_fraccionarancelaria5496","6004909900","Los demás"
"catalogos_fraccionarancelaria5497","6005210100","Crudos o blanqueados"
"catalogos_fraccionarancelaria5498","6005220100","Teñidos"
"catalogos_fraccionarancelaria5499","6005230100","Con hilados de distintos colores"
"catalogos_fraccionarancelaria5500","6005240100","Estampados"
